1665265847059931136,1.373095,4.558620,-8.150102
1665265847069978880,1.100511,4.211193,-9.233848
1665265847079952896,0.951272,4.062851,-9.476344
1665265847090108928,1.075214,4.277954,-8.815618
1665265847100051968,0.850382,4.357439,-8.383766
1665265847110123264,0.672402,4.236490,-8.524922
1665265847119955968,0.730032,3.858376,-9.342522
1665265847130305024,0.630938,3.582051,-9.778416
1665265847140164864,0.474364,3.542982,-9.899065
1665265847150181888,0.409399,3.370990,-8.811277
1665265847160078080,0.803828,3.613486,-7.008127
1665265847169953792,1.227298,4.311335,-7.764803
1665265847180172800,0.871488,3.951782,-9.839938
1665265847190117888,0.270338,3.165467,-10.213112
1665265847200265984,0.268991,3.362308,-9.252859
1665265847210160128,0.495769,3.934269,-8.862321
1665265847219923968,0.509690,4.032015,-8.850944
1665265847230319872,0.468077,4.056864,-8.849148
1665265847240082944,0.564326,3.993545,-9.020841
1665265847250177024,0.422721,4.133355,-8.774603
1665265847260136960,0.458047,4.270619,-8.681347
1665265847270076928,0.708926,4.309987,-8.741971
1665265847280088064,0.861159,4.255950,-8.945099
1665265847290031872,1.067430,4.170178,-9.201066
1665265847300048896,1.050815,4.100573,-9.266031
1665265847310080000,0.926573,4.009263,-9.228160
1665265847319950080,0.956960,3.971541,-9.137598
1665265847330262016,0.898282,3.957321,-9.069041
1665265847340078848,0.958008,3.943250,-9.059161
1665265847350130944,1.031804,3.884123,-9.045540
1665265847359993856,1.129102,3.862568,-8.928932
1665265847370160128,1.145717,3.810925,-8.835676
1665265847380184064,1.237477,3.773952,-8.816516
1665265847390016000,1.316961,3.720513,-8.805888
1665265847400280064,1.334176,3.653602,-8.790770
1665265847410067968,1.350791,3.582201,-8.825946
1665265847419982080,1.311872,3.542683,-8.876391
1665265847430213888,1.215921,3.454516,-8.809032
1665265847440089088,1.014890,3.305726,-8.753497
1665265847450222080,0.945883,3.244204,-8.682245
1665265847460081152,0.914748,3.265909,-8.616831
1665265847470149120,0.923280,3.289110,-8.598719
1665265847480161024,0.831371,3.318749,-8.632099
1665265847490016000,0.806074,3.390749,-8.771909
1665265847500311808,0.777034,3.458408,-9.065299
1665265847510051072,0.834365,3.562442,-9.459279
1665265847520001792,0.813708,3.657644,-9.806857
1665265847530263808,0.809367,3.872747,-9.958491
1665265847540014080,0.913999,4.152515,-9.874366
1665265847550263808,1.033451,4.408782,-9.770931
1665265847560082944,1.186283,4.729265,-9.645642
1665265847570022144,1.396446,5.060377,-9.627529
1665265847580301056,1.384770,5.223837,-9.449400
1665265847589998848,1.406326,5.381459,-9.354497
1665265847600123904,1.506467,5.442233,-9.399853
1665265847610203904,1.623075,5.438790,-9.419762
1665265847620017152,1.756597,5.301974,-9.434730
1665265847630237184,1.936523,5.182074,-9.490265
1665265847640027136,1.908681,4.974456,-9.252110
1665265847650274048,1.475033,4.601581,-9.053773
1665265847660183808,1.232238,4.467160,-8.779243
1665265847670025728,1.066832,4.294719,-8.562494
1665265847680067072,0.783321,4.057013,-8.340656
1665265847690004736,0.521366,3.814218,-8.202942
1665265847700086016,0.282463,3.698808,-8.225395
1665265847710039040,0.125289,3.550467,-8.236023
1665265847720018944,-0.006586,3.475024,-8.197104
1665265847730001920,-0.096400,3.505560,-8.196655
1665265847740023040,-0.120499,3.559747,-8.219707
1665265847750139904,-0.054187,3.651207,-8.378527
1665265847760032256,0.004042,3.768713,-8.612041
1665265847770183936,0.067210,3.886817,-8.805289
1665265847780216064,0.126188,3.945495,-8.927435
1665265847789975040,0.182471,4.064648,-8.870853
1665265847800222976,0.166005,4.154461,-8.803792
1665265847810172160,0.155227,4.161346,-8.646619
1665265847820176128,0.179028,4.163592,-8.583151
1665265847830349824,0.111219,4.086352,-8.533604
1665265847840023040,0.140109,4.041745,-8.390202
1665265847850182144,0.022603,3.913911,-8.252339
1665265847860198144,-0.092358,3.778143,-8.033045
1665265847869959936,-0.096400,3.699407,-7.918384
1665265847880257024,-0.216600,3.601211,-7.847132
1665265847890051840,-0.332758,3.491040,-7.536528
1665265847899986944,-0.335303,3.476071,-7.356003
1665265847910100992,-0.277224,3.477119,-7.183262
1665265847919906048,-0.166454,3.558400,-7.035220
1665265847930021120,-0.022304,3.684139,-7.057673
1665265847939971840,0.059875,3.774251,-7.197183
1665265847950177024,0.189207,3.841911,-7.306007
1665265847960099072,0.374671,3.978726,-7.523954
1665265847969990912,0.475711,4.152066,-7.808362
1665265847980300800,0.369881,4.375252,-8.164771
1665265847990082048,0.330962,4.464915,-8.511600
1665265848000144896,0.455054,4.370611,-8.773555
1665265848010031104,0.153132,4.611311,-9.261990
1665265848020070144,0.260009,4.946015,-9.509126
1665265848030298880,0.448168,5.177134,-9.740544
1665265848040104960,0.279469,5.330715,-9.866133
1665265848050252800,0.041164,5.568271,-10.046358
1665265848060069120,-0.263602,5.773494,-10.404863
1665265848070019072,-0.543819,5.811665,-10.669213
1665265848080107008,-0.755329,5.884264,-10.922038
1665265848089988864,-0.886008,6.072572,-11.173365
1665265848100193024,-0.929717,6.310876,-11.239078
1665265848110099968,-0.851280,6.698271,-11.276351
1665265848120014080,-0.618364,7.194489,-11.396850
1665265848130039040,-0.483944,7.362440,-11.600876
1665265848140006144,-0.600252,6.442004,-11.944411
1665265848150275072,-0.823288,4.949607,-12.829221
1665265848160092928,-0.859962,3.702101,-14.249917
1665265848170009088,-0.796943,2.425855,-14.906152
1665265848180197120,-0.673899,1.732497,-14.858402
1665265848190080256,-0.630489,1.186433,-14.363531
1665265848200065024,-0.604144,0.530347,-13.829591
1665265848210147840,-0.525108,-0.070503,-13.207186
1665265848220130048,-0.110171,-0.276625,-11.982432
1665265848230236160,0.708477,0.074246,-10.693014
1665265848239946752,1.504970,0.319436,-9.721384
1665265848250113024,1.941762,0.380808,-9.376801
1665265848259979008,2.334994,0.280666,-9.249715
1665265848270149888,2.723437,0.150437,-9.456735
1665265848280157952,3.328179,0.132175,-9.691596
1665265848289980928,3.792962,0.074695,-9.757160
1665265848300214016,4.057912,0.020657,-9.889634
1665265848310050048,4.358486,0.059127,-9.978250
1665265848319952896,4.635411,0.103884,-10.130633
1665265848330102016,4.850064,0.183967,-10.030941
1665265848340012032,4.830006,0.590522,-9.721684
1665265848350376192,4.702771,1.497935,-9.216185
1665265848360157952,4.331243,2.527195,-8.722961
1665265848369964032,2.757865,2.797533,-8.528964
1665265848380067840,1.728156,2.503843,-8.014334
1665265848389967872,1.519341,2.793940,-7.717052
1665265848399991040,1.130898,3.062781,-7.536977
1665265848410150144,0.838556,3.328927,-7.565867
1665265848419947264,0.592917,3.431764,-7.595804
